PLID,22m Restart Kick,5 second rule,50m Restart,50m Restart Kick,Accidental Knock On,Accidental Offside,Advantage,Attacking Catch,Attacking Loose Ball,Attempted Intercept,Bad Offload,Bad Pass,Bomb,Box,Break Pass,Bumped Off,Carried In Touch,Carried Over,Charge Down,Charging Into Ruck,Chase Tackle,Chip,Collapsing Maul,Complete Pass,Conversion,Cover Tackle,Cross Pitch,Defender Beaten,Defensive Catch,Defensive Loose Ball,Deliberate Knock On,Dissent,Dissent Advance,Drop Goal,Dropped Ball Unforced,Edge Tackle,FTSU,Failure To Find Touch,Forward Pass,Foul Play - Dangerous Throw,Foul Play - Fighting,Foul Play - Foot Contact,Foul Play - High Tackle,Foul Play - Late Tackle,Foul Play - Mid Air Tackle,Foul Play - Other,Foul Play?,Guard Tackle,Handling Err?,Hands In Ruck,In Goal Touchdown,Incomplete Pass,Initial Break,Intercepted Pass,Interception,Jackal,Key Pass,Kick Error,Kick Return,LO Offence?,Line Tackle,Lineout,Lineout Offence,Lineout Steal 15m+,Lineout Steal Back,Lineout Steal Front,Lineout Steal Middle,Lineout Steal Quick,Lineout Win 15m+,Lineout Win Back,Lineout Win Front,Lineout Win Middle,Lineout Win Quick,Lost Ball Forced,Lost In Ruck Or Maul,Low,Mark,Maul Obstruction,Miss Pass,No 8 Pass,No 8 Pick Up,Not Releasing,Not Rolling Away,Obstruction,Off Feet At Ruck,Off Target Pass,Offload,Offside,Offside At Kick,Offside At Restart,One Out Drive,Other Carry,Other Error,Other Offence,Other Tackle,Outpaced,Pass Error,Penalty Goal,Pick And Go,Poor Referee Signal,Positional,Receiver,Red,Referee Obstruction,Restart Catch,Restart Return,Ruck Pass,Scrum,Scrum Half Kick,Scrum Half Pass,Scrum Half Run,Scrum Offence,Start Period,Start Set 50m Restart Retained,Start Set Lineout Steal,Stepped,Support Carry,Supported Break,TEST,Tap Back,Techinal offence?,Techinical Offence?,Territorial,Throw 15m+,Throw Back,Throw Front,Throw Middle,Throw Quick,Touch Kick,Try Pass,Turnover Won,Video Ref Awarded,Video Ref Dissallowed,Video Review,Wrong Mark?,Wrong Side At Maul,Wrong Side At Ruck,Wrong Side Run,Yellow,metres per Pick And Go,metres per One Out Drive,metres per Kick Return,metres per Restart Return,metres per Support Carry,metres per Other Carry,PLFORN,PLSURN
9877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40816326530612246,0.0,0.0,0.0,0.0,0.0,0.16326530612244897,1.8775510204081634,0.0,0.0,0.32653061224489793,0.0,1.7142857142857142,0.0,0.0,1.7959183673469388,0.0,0.8163265306122449,0.0,2.0408163265306123,0.0,0.24489795918367346,0.0,0.0,0.0,0.0,0.24489795918367346,0.08163265306122448,0.0,0.0,0.0,0.0,0.0,0.0,0.24489795918367346,0.0,0.0,0.0,0.0,1.9591836734693877,0.0,0.08163265306122448,0.0,0.24489795918367346,0.4897959183673469,0.0,0.0,0.32653061224489793,0.0,0.0,0.0,0.0,13.714285714285714,0.0,0.08163265306122448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16326530612244897,0.0,0.08163265306122448,0.24489795918367346,0.32653061224489793,0.0,0.0,0.0,0.0,0.0,0.0,0.08163265306122448,0.0,0.08163265306122448,0.08163265306122448,0.0,0.8163265306122449,0.24489795918367346,0.0,0.0,4.816326530612245,4.408163265306122,0.0,0.0,0.5714285714285714,0.24489795918367346,0.0,0.0,0.9795918367346939,0.0,0.08163265306122448,0.0,0.0,0.0,0.32653061224489793,0.4897959183673469,0.0,0.0,0.0,0.0,0.0,0.08163265306122448,0.0,0.0,0.0,1.2244897959183674,0.9795918367346939,0.16326530612244897,0.16326530612244897,0.0,0.0,0.0,0.08163265306122448,0.0,0.0,0.0,0.0,0.0,0.0,0.16326530612244897,0.0,0.0,0.0,0.0,0.0,0.0,0.08163265306122448,0.0,0.08163265306122448,0.46153846153846156,1.5945945945945945,0.0,0.1,0.16901408450704225,0.32926829268292684,Alafoti,Fa'osiliva
9938,0.4585987261146497,0.0,0.0,4.1528662420382165,0.025477707006369428,0.0,0.0,0.025477707006369428,0.5605095541401274,0.025477707006369428,0.0,0.25477707006369427,1.605095541401274,0.0,1.2484076433121019,0.9681528662420382,0.0,0.0,0.15286624203821655,0.0,1.4012738853503184,0.43312101910828027,0.0,23.59235668789809,3.9235668789808917,0.6878980891719745,0.7898089171974523,1.1210191082802548,0.40764331210191085,0.5859872611464968,0.0,0.0,0.050955414012738856,0.050955414012738856,0.22929936305732485,0.10191082802547771,0.0,0.07643312101910828,0.12738853503184713,0.0,0.025477707006369428,0.0,0.15286624203821655,0.0,0.0,0.025477707006369428,0.0,0.33121019108280253,0.0,0.0,0.07643312101910828,1.78343949044586,0.25477707006369427,0.10191082802547771,0.12738853503184713,0.07643312101910828,0.025477707006369428,0.4585987261146497,0.9681528662420382,0.0,7.617834394904459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07643312101910828,0.10191082802547771,0.050955414012738856,0.8662420382165605,0.0,0.0,0.0,0.0,0.0,0.025477707006369428,0.025477707006369428,0.0,0.025477707006369428,0.20382165605095542,0.8152866242038217,0.10191082802547771,0.0,0.0,0.6624203821656051,5.095541401273885,0.0,0.0,0.25477707006369427,0.10191082802547771,0.10191082802547771,2.929936305732484,0.050955414012738856,0.0,0.15286624203821655,0.0,0.025477707006369428,0.0,0.07643312101910828,0.050955414012738856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7133757961783439,0.25477707006369427,0.15286624203821655,0.050955414012738856,0.050955414012738856,0.0,0.0,2.751592356687898,0.0,0.0,0.0,0.0,0.025477707006369428,5.273885350318471,0.3821656050955414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050955414012738856,1.0,0.4727272727272727,0.15261044176706828,0.14285714285714285,0.17543859649122806,0.47393364928909953,Owen,Farrell
9941,0.0,0.0,0.0,0.0,0.03633060853769301,0.0,0.0,0.0,0.4359673024523161,0.018165304268846504,0.018165304268846504,0.018165304268846504,0.0,0.0,0.05449591280653951,0.6357856494096277,0.05449591280653951,0.0,0.0,0.0,1.0899182561307903,0.0,0.05449591280653951,2.016348773841962,0.0,0.2543142597638511,0.0,0.6721162579473207,0.3451407811080836,0.5449591280653951,0.0,0.0,0.0,0.0,0.3451407811080836,0.10899182561307902,0.018165304268846504,0.0,0.0,0.0,0.0,0.0,0.03633060853769301,0.0,0.0,0.03633060853769301,0.0,0.6176203451407811,0.0,0.018165304268846504,0.0,0.10899182561307902,0.2543142597638511,0.0,0.018165304268846504,0.4722979109900091,0.0,0.0,0.5631244323342416,0.0,9.900090826521344,0.0,0.03633060853769301,0.0,0.0,0.0,0.0,0.0,0.0,0.32697547683923706,0.5631244323342416,0.4359673024523161,0.018165304268846504,0.07266121707538602,0.2724795640326976,0.07266121707538602,0.0,0.0,0.0,0.0,0.0,0.07266121707538602,0.16348773841961853,0.0,0.0,0.0,0.07266121707538602,0.0,0.0,0.0,3.269754768392371,2.906448683015441,0.018165304268846504,0.0,0.7266121707538602,0.09082652134423252,0.018165304268846504,0.0,0.8537693006357857,0.0,0.10899182561307902,0.0,0.0,0.0,0.9445958219800182,0.8174386920980927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6721162579473207,0.30881017257039056,0.07266121707538602,0.07266121707538602,0.05449591280653951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018165304268846504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0434782608695654,1.2328767123287672,0.10915492957746478,0.24861878453038674,0.22972972972972974,0.41025641025641024,Jackson,Wray
9945,0.0,0.0,0.0,0.0,0.0,0.04395604395604396,0.0,0.0,0.3516483516483517,0.0,0.0,0.04395604395604396,0.0,0.0,0.08791208791208792,0.8351648351648352,0.0,0.0,0.0,0.0,0.4835164835164835,0.0,0.0,1.934065934065934,0.0,0.08791208791208792,0.0,0.3076923076923077,0.0,0.04395604395604396,0.0,0.0,0.0,0.0,0.13186813186813187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04395604395604396,0.0,1.4945054945054945,0.0,0.04395604395604396,0.0,0.13186813186813187,0.21978021978021978,0.04395604395604396,0.0,0.26373626373626374,0.0,0.0,0.0,0.0,8.615384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21978021978021978,0.0,0.0,0.0,0.0,0.0,2.6373626373626373,1.6703296703296704,0.0,0.0,0.0,0.04395604395604396,0.0,0.08791208791208792,0.0,0.04395604395604396,0.0,1.8461538461538463,1.6703296703296704,0.0,0.0,0.21978021978021978,0.08791208791208792,0.0,0.0,0.3076923076923077,0.0,0.13186813186813187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08791208791208792,4.835164835164835,0.5714285714285714,0.7032967032967034,0.0,0.0,0.0,0.4835164835164835,0.3076923076923077,0.13186813186813187,5.8901098901098905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6885245901639344,0.0,0.0,0.17073170731707318,4.75,Yann,Thomas
9946,0.0,0.0,0.0,0.0,0.0338123415046492,0.0,0.0,0.0,0.4057480980557904,0.0,0.0,0.0338123415046492,0.0,0.0,0.0676246830092984,0.2366863905325444,0.0676246830092984,0.0,0.0,0.0,1.6568047337278107,0.0,0.1014370245139476,1.6568047337278107,0.0,0.3043110735418428,0.0,0.5409974640743872,0.0,0.2366863905325444,0.0338123415046492,0.0,0.0,0.0,0.1014370245139476,0.0338123415046492,0.0338123415046492,0.0,0.0,0.0,0.0676246830092984,0.0,0.1014370245139476,0.0,0.0,0.0,0.0,1.183431952662722,0.0,0.0,0.0,0.0676246830092984,0.3719357565511412,0.0338123415046492,0.0,0.1014370245139476,0.0,0.0,0.0676246830092984,0.0,8.351648351648352,0.0,0.1014370245139476,0.0,0.0338123415046492,0.2366863905325444,0.2028740490278952,0.0,0.0,0.6424344885883347,2.738799661876585,1.4201183431952662,0.0,0.1014370245139476,0.0338123415046492,0.0338123415046492,0.0,0.0338123415046492,0.0,0.0,0.0,0.0,0.0676246830092984,0.0338123415046492,0.0338123415046492,0.0,0.8114961961115807,0.0,0.0338123415046492,0.0,1.4201183431952662,1.7582417582417582,0.0,0.0,0.5748098055790364,0.1014370245139476,0.0338123415046492,0.0,0.4733727810650888,0.0,0.1014370245139476,0.0,0.0,0.0,0.9129332206255283,0.5071851225697379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3043110735418428,0.43956043956043955,0.0338123415046492,0.0676246830092984,0.1352493660185968,0.0,0.0,0.0676246830092984,0.0,0.0,0.0,0.0,0.0,0.0,0.1014370245139476,0.0,0.0,0.0,0.0,0.0,0.0676246830092984,0.0676246830092984,0.0,0.0,0.4117647058823529,1.5,1.0,0.5,0.22033898305084745,0.3795620437956204,Juandre,Kruger
9948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2095808383233533,0.7784431137724551,0.0,0.029940119760479042,0.029940119760479042,0.0,0.0,0.23952095808383234,0.3592814371257485,0.029940119760479042,0.0,0.029940119760479042,0.0,1.2275449101796407,0.0,0.0,4.640718562874252,0.0,0.29940119760479045,0.0,2.3053892215568865,0.08982035928143713,0.5389221556886228,0.0,0.0,0.0,0.0,0.29940119760479045,0.059880239520958084,0.029940119760479042,0.0,0.08982035928143713,0.0,0.0,0.0,0.029940119760479042,0.0,0.029940119760479042,0.0,0.0,0.23952095808383234,0.0,0.059880239520958084,0.0,0.4191616766467066,0.688622754491018,0.0,0.11976047904191617,0.2694610778443114,0.0,0.0,0.29940119760479045,0.0,5.269461077844311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23952095808383234,0.059880239520958084,0.17964071856287425,0.0,0.0,0.0,0.0,0.0,0.059880239520958084,0.059880239520958084,0.029940119760479042,0.0,0.08982035928143713,0.8083832335329342,0.11976047904191617,0.0,0.0,0.6586826347305389,5.778443113772456,0.0,0.0,0.23952095808383234,0.059880239520958084,0.029940119760479042,0.0,0.11976047904191617,0.0,0.059880239520958084,0.0,0.0,0.0,0.029940119760479042,0.11976047904191617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32934131736526945,0.5688622754491018,0.2095808383233533,0.32934131736526945,0.08982035928143713,0.0,0.0,0.14970059880239522,0.0,0.0,0.0,0.0,0.0,0.0,0.29940119760479045,0.0,0.0,0.0,0.0,0.0,0.0,0.08982035928143713,0.0,0.029940119760479042,0.26666666666666666,0.41509433962264153,0.23809523809523808,0.5714285714285714,0.11046511627906977,0.27375886524822696,Wesley,Fofana
9949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1987083954297069,0.0,0.0,0.0,0.0,0.0,0.0,0.7153502235469448,0.0,0.0,0.0,0.0,1.0730253353204173,0.0,0.0,1.0730253353204173,0.0,0.11922503725782414,0.0,0.27819175360158965,0.0,0.4371584699453552,0.0,0.0,0.0,0.0,0.27819175360158965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03974167908594138,0.0,0.0,0.0,0.0,1.0730253353204173,0.0,0.07948335817188276,0.0,0.11922503725782414,0.03974167908594138,0.0,0.0,0.7550919026328862,0.0,0.0,0.0,0.0,6.239443616492797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03974167908594138,0.0,0.0,0.11922503725782414,0.07948335817188276,0.03974167908594138,0.0,0.0,0.0,2.821659215101838,2.5832091405861894,0.03974167908594138,0.07948335817188276,0.0,0.07948335817188276,0.03974167908594138,0.23845007451564829,0.07948335817188276,0.0,0.0,2.2255340288127172,1.1922503725782414,0.0,0.0,0.5961251862891207,0.1987083954297069,0.0,0.0,0.5961251862891207,0.0,0.11922503725782414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03974167908594138,4.01390958768008,0.5961251862891207,0.8743169398907104,0.0,0.0,0.0,0.5961251862891207,0.3576751117734724,0.0,8.226527570789866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03974167908594138,0.0,0.0,0.07948335817188276,1.0714285714285714,1.9310344827586208,0.0,0.0,0.391304347826087,0.6,Clement,Ric
9953,0.06498781478472787,0.0,0.0,0.974817221770918,0.032493907392363935,0.0,0.0,0.16246953696181968,1.039805036555646,0.0,0.032493907392363935,0.1949634443541836,0.12997562956945574,0.0,0.519902518277823,0.8773354995938262,0.0,0.032493907392363935,0.032493907392363935,0.0,1.1047928513403737,0.22745735174654752,0.0,11.470349309504469,1.8196588139723802,0.5848903330625508,0.487408610885459,2.047116165718928,0.7473598700243704,0.519902518277823,0.0,0.032493907392363935,0.0,0.0,0.45491470349309504,0.1949634443541836,0.0,0.032493907392363935,0.12997562956945574,0.0,0.0,0.0,0.06498781478472787,0.032493907392363935,0.0,0.032493907392363935,0.0,0.06498781478472787,0.0,0.0,0.032493907392363935,0.8448415922014623,0.6173842404549147,0.032493907392363935,0.0,0.12997562956945574,0.032493907392363935,0.42242079610073113,0.6823720552396426,0.0,9.910641754671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06498781478472787,0.0,0.0,0.0,0.06498781478472787,0.22745735174654752,0.16246953696181968,0.45491470349309504,0.032493907392363935,0.0,0.032493907392363935,0.0,0.0,0.16246953696181968,0.06498781478472787,0.06498781478472787,0.0,0.06498781478472787,0.5848903330625508,0.06498781478472787,0.0,0.0,0.7798537774167345,6.173842404549148,0.0,0.032493907392363935,0.2599512591389115,0.06498781478472787,0.16246953696181968,0.6498781478472787,0.32493907392363935,0.0,0.12997562956945574,0.0,0.0,0.0,0.45491470349309504,0.3899268887083672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7798537774167345,0.8773354995938262,0.42242079610073113,0.2599512591389115,0.0,0.0,0.0,2.924451665312754,0.0,0.0,0.0,0.0,0.06498781478472787,2.372055239642567,0.2599512591389115,0.0,0.0,0.0,0.0,0.0,0.0,0.032493907392363935,0.0,0.0,0.35714285714285715,0.5,0.12209302325581395,0.27906976744186046,0.13917525773195877,0.3505535055350554,Peter,Horne
9958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4253433761630483,0.0,0.035445281346920696,0.0,0.0,0.0,0.035445281346920696,0.5316792202038104,0.0,0.0,0.0,0.0,0.38989809481612764,0.0,0.0,1.0988037217545414,0.0,0.24811696942844486,0.0,0.28356225077536557,0.0,0.07089056269384139,0.0,0.0,0.0,0.0,0.21267168808152415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035445281346920696,0.0,0.0,0.0,0.0,1.1696942844483829,0.0,0.0,0.0,0.07089056269384139,0.0,0.0,0.0,0.07089056269384139,0.0,0.0,0.0,0.0,8.365086397873284,0.0,0.035445281346920696,0.0,0.0,0.0,0.07089056269384139,0.0,0.0,0.07089056269384139,0.0,0.0,0.0,0.10633584404076207,0.14178112538768278,0.0,0.0,0.0,0.0,2.4811696942844486,2.658396101019052,0.07089056269384139,0.035445281346920696,0.0,0.035445281346920696,0.035445281346920696,0.35445281346920693,0.10633584404076207,0.0,0.0,2.4811696942844486,1.2051395657953035,0.0,0.0,0.4962339388568897,0.14178112538768278,0.0,0.0,1.0633584404076208,0.0,0.14178112538768278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07089056269384139,3.331856446610545,0.4962339388568897,0.921577315019938,0.0,0.0,0.0,0.21267168808152415,0.28356225077536557,0.0,8.2233052724856,0.035445281346920696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07089056269384139,0.0,0.0,0.0,0.0,0.0,0.07089056269384139,0.0,0.0,0.10633584404076207,1.0,0.9459459459459459,0.0,0.0,0.5714285714285714,1.0625,Arthur,Joly
9963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9142857142857143,0.0,0.0,0.0,0.0,0.0,0.1523809523809524,0.7619047619047619,0.0,0.0,0.0,0.0,1.5238095238095237,0.0,0.0,1.980952380952381,0.0,0.1523809523809524,0.0,0.1523809523809524,0.0,0.7619047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1523809523809524,0.0,1.2190476190476192,0.0,0.0,0.0,0.0,0.1523809523809524,0.0,0.0,0.0,0.0,0.0,0.1523809523809524,0.0,11.58095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3047619047619048,0.0,0.0,0.3047619047619048,0.1523809523809524,0.1523809523809524,0.0,0.0,0.0,1.8285714285714285,1.2190476190476192,0.1523809523809524,0.0,0.0,0.0,0.0,0.3047619047619048,0.0,0.0,0.0,3.3523809523809525,1.8285714285714285,0.0,0.0,0.45714285714285713,0.0,0.0,0.0,0.45714285714285713,0.0,0.3047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6761904761904762,0.1523809523809524,0.45714285714285713,0.0,0.0,0.0,0.9142857142857143,0.3047619047619048,0.1523809523809524,9.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.333333333333333,0.0,0.0,0.11764705882352941,0.48,Ryan,Bevington
9976,0.0,0.0,0.0,0.0,0.22038567493112948,0.0,0.0,0.0,0.22038567493112948,0.0,0.0,0.0,0.0,0.0,0.0,0.44077134986225897,0.44077134986225897,0.0,0.0,0.0,1.5426997245179064,0.0,0.0,0.44077134986225897,0.0,0.22038567493112948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44077134986225897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5426997245179064,0.0,0.22038567493112948,0.0,0.22038567493112948,0.0,0.0,0.0,0.6611570247933884,0.0,0.0,0.0,0.0,11.019283746556475,0.0,0.22038567493112948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22038567493112948,0.0,0.0,0.0,0.0,2.203856749311295,3.9669421487603307,0.0,0.22038567493112948,0.0,0.0,0.0,0.0,0.44077134986225897,0.0,0.0,2.203856749311295,2.203856749311295,0.0,0.0,0.44077134986225897,0.22038567493112948,0.0,0.0,0.22038567493112948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0853994490358128,0.0,1.322314049586777,0.0,0.0,0.0,1.7630853994490359,0.6611570247933884,0.44077134986225897,7.713498622589532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9090909090909091,0.0,0.0,0.08823529411764706,0.6666666666666666,Andrea,De Marchi
10023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78239608801956,0.0,0.0,0.0,0.0,0.0,0.9779951100244499,0.0,0.0,0.0,0.0,0.0,1.36919315403423,0.19559902200489,0.0,1.76039119804401,0.0,0.58679706601467,0.0,3.12958435207824,0.19559902200489,0.58679706601467,0.0,0.0,0.0,0.0,0.39119804400978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58679706601467,0.0,0.0,0.0,0.19559902200489,0.9779951100244499,0.0,0.19559902200489,0.19559902200489,0.0,0.19559902200489,0.0,0.0,6.84596577017115,0.0,0.0,0.19559902200489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19559902200489,0.19559902200489,0.0,0.0,0.0,0.0,0.0,0.0,0.19559902200489,0.0,0.19559902200489,0.0,0.78239608801956,0.19559902200489,0.0,0.0,1.36919315403423,3.71638141809291,0.0,0.0,0.9779951100244499,0.19559902200489,0.0,0.0,0.58679706601467,0.0,0.0,0.0,0.0,0.0,0.0,0.19559902200489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78239608801956,0.19559902200489,0.19559902200489,0.58679706601467,0.0,0.0,0.0,0.0,0.19559902200489,5.08557457212714,2.73838630806846,5.08557457212714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5833333333333334,0.0,0.3333333333333333,0.5,0.19,Dane,Coles
10028,0.5063291139240507,0.0,0.0,4.582278481012659,0.02531645569620253,0.0,0.0,0.810126582278481,0.9620253164556962,0.0,0.05063291139240506,0.17721518987341772,1.1645569620253164,0.05063291139240506,0.6835443037974683,0.6329113924050633,0.0759493670886076,0.0,0.0759493670886076,0.0,1.0126582278481013,0.9113924050632911,0.0,18.050632911392405,1.6455696202531647,1.3670886075949367,0.5569620253164557,1.6962025316455696,2.0,0.810126582278481,0.0,0.02531645569620253,0.0,0.0759493670886076,0.6075949367088608,0.20253164556962025,0.05063291139240506,0.1518987341772152,0.1518987341772152,0.0,0.0,0.0,0.02531645569620253,0.0,0.0,0.02531645569620253,0.0,0.4050632911392405,0.0,0.05063291139240506,0.02531645569620253,0.8354430379746836,0.7848101265822784,0.0759493670886076,0.0759493670886076,0.20253164556962025,0.0,0.22784810126582278,1.7721518987341771,0.0,7.89873417721519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22784810126582278,0.1518987341772152,0.12658227848101267,0.4810126582278481,0.05063291139240506,0.0,0.0,0.0,0.0,0.05063291139240506,0.0,0.05063291139240506,0.0,0.10126582278481013,0.6835443037974683,0.10126582278481013,0.0,0.0,0.810126582278481,4.430379746835443,0.0,0.0,0.6329113924050633,0.20253164556962025,0.05063291139240506,1.9746835443037976,0.12658227848101267,0.0,0.10126582278481013,0.0,0.0,0.0,0.43037974683544306,0.3291139240506329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5063291139240507,0.5316455696202531,0.20253164556962025,0.25316455696202533,0.10126582278481013,0.0,0.0,5.0886075949367084,0.0,0.0,0.0,0.0,0.0759493670886076,4.2025316455696204,0.27848101265822783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05063291139240506,0.5,0.34408602150537637,0.13358778625954199,0.19117647058823528,0.1337579617834395,0.24787535410764872,Colin,Slade
10030,0.0,0.0,0.0,0.0,0.16276703967446593,0.0,0.0,0.0,0.4883011190233978,0.0,0.0,0.0,0.0,0.0,0.08138351983723296,0.5696846388606307,0.0,0.0,0.0,0.0,1.3021363173957274,0.0,0.08138351983723296,2.522889114954222,0.0,0.2441505595116989,0.0,0.2441505595116989,0.0,0.32553407934893186,0.0,0.0,0.0,0.0,0.08138351983723296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4649033570701933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.661241098677518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16276703967446593,0.16276703967446593,0.0,0.0,0.0,0.0,2.115971515768057,0.8138351983723296,0.08138351983723296,0.16276703967446593,0.0,0.0,0.0,0.16276703967446593,0.08138351983723296,0.0,0.0,3.8250254323499493,1.8718209562563581,0.0,0.0,0.4069175991861648,0.16276703967446593,0.0,0.0,0.2441505595116989,0.0,0.08138351983723296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.150559511698881,1.0579857578840286,0.9766022380467956,0.0,0.0,0.0,0.7324516785350966,0.2441505595116989,0.0,6.429298067141404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08138351983723296,0.0,0.0,0.75,7.833333333333333,0.0,0.0,0.6,2.5555555555555554,Owen,Franks
10045,0.029973772948669916,0.0,0.0,0.0,0.029973772948669916,0.0,0.029973772948669916,0.029973772948669916,0.47958036717871866,0.029973772948669916,0.029973772948669916,0.05994754589733983,0.0,0.0,1.2588984638441365,0.8092918696140877,0.0,0.0,0.11989509179467966,0.0,1.5286624203821657,0.05994754589733983,0.0,7.9130760584488575,0.0,0.359685275384039,0.20981641064068943,2.2180591982015736,0.0,0.41963282128137885,0.0,0.0,0.0,0.0,0.26976395653802926,0.23979018358935933,0.05994754589733983,0.0,0.20981641064068943,0.0,0.0,0.0,0.05994754589733983,0.0,0.0,0.0,0.0,0.1798426376920195,0.0,0.0,0.0,0.5695016860247284,0.47958036717871866,0.05994754589733983,0.23979018358935933,0.0,0.0,0.08992131884600975,0.1798426376920195,0.0,10.101161483701762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08992131884600975,0.0,0.0,0.0,0.0,0.20981641064068943,0.029973772948669916,0.3896590483327089,0.0,0.0,0.0,0.0,0.0,0.05994754589733983,0.11989509179467966,0.05994754589733983,0.029973772948669916,0.08992131884600975,0.8692394155114276,0.11989509179467966,0.0,0.0,1.6485575121768454,8.512551517422256,0.0,0.0,0.029973772948669916,0.11989509179467966,0.029973772948669916,0.0,0.0,0.0,0.11989509179467966,0.0,0.0,0.0,0.05994754589733983,0.05994754589733983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6594230048707381,0.5695016860247284,0.32971150243536906,0.32971150243536906,0.11989509179467966,0.0,0.0,0.23979018358935933,0.0,0.0,0.0,0.0,0.0,0.0,0.11989509179467966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.23076923076923078,0.0,0.10497237569060773,0.3955431754874652,Mark,Atkinson
